Skill,course_title,course_url
dispose prepared animal feeds waste,Microsoft Power BI Data Analyst,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst
distribute control signals,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
distributed computing,Cloud Computing,https://www.coursera.org/specializations/cloud-computing
distributed directory information services,System Administration and IT Infrastructure Services,https://www.coursera.org/learn/system-administration-it-infrastructure-services
distributed ledger technologies consensus protocols,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
distributed ledger technologies vulnerabilities,"Parallel, Concurrent, and Distributed Programming in Java",https://www.coursera.org/specializations/pcdp
distributed ledger technology,Blockchain Basics,https://www.coursera.org/learn/blockchain-basics
distribution of heating cooling and hot water,Introduction to Household Water Treatment and Safe Storage,https://www.coursera.org/learn/water-treatment
district heating and cooling,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
do cloud refactoring,Preparing for Google Cloud Certification: Cloud Developer,https://www.coursera.org/professional-certificates/google-cloud-developer
domain name service,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
domestic heating systems,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
domotic systems,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
draft corporate emails,Corporate Strategy,https://www.coursera.org/learn/corporatestrategy
drain hazardous liquids,Fire and Life Safety Systems,https://www.coursera.org/specializations/fire-and-life-safety-systems
draw sketches to develop textile articles using softwares,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
draw up stage layouts digitally,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
e-agriculture,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
e-commerce systems,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
e-learning,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,https://www.coursera.org/learn/elearning
e-learning software infrastructure,Machine Learning,https://www.coursera.org/specializations/machine-learning-introduction
e-procurement,Global Public Procurement,https://www.coursera.org/learn/global-public-procurement
e-tailoring,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
ecological principles,Microeconomics Principles,https://www.coursera.org/specializations/microeconomics-principles
ecology,Ecology: Ecosystem Dynamics and Conservation,https://www.coursera.org/learn/ecology-conservation
ecopedagogy,"Food Sustainability, Mindful Eating, and Healthy Cooking",https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking
ecosystem management,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
ecosystems,Ecosystem Services: a Method for Sustainable Development,https://www.coursera.org/learn/ecosystem-services
ecotourism,Ecology: Ecosystem Dynamics and Conservation,https://www.coursera.org/learn/ecology-conservation
edit digital moving images,Google Digital Marketing & E-commerce,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
edit negatives,Meta Front-End Developer,https://www.coursera.org/professional-certificates/meta-front-end-developer
edit photographs,Meta Front-End Developer,https://www.coursera.org/professional-certificates/meta-front-end-developer
edit recorded sound,Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,https://www.coursera.org/learn/audio-engineering
educate on hazardous waste,Municipal Solid Waste Management in Developing Countries,https://www.coursera.org/learn/solid-waste-management
educate on recycling regulations,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
educate on sustainable tourism,Sustainable Tourism – promoting environmental public health,https://www.coursera.org/learn/sustainable-tourism
educate people about nature,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
educate the public about wildlife,Introduction to Public Relations and the Media,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media
electric heating systems,Electric Power Systems,https://www.coursera.org/learn/electric-power-systems
